Date.Time,Temp,pH,site,timepoint
2019-10-27 14:59:49,29.25,8.1,site1,timepoint1
2019-10-27 15:09:49,29.23,8.1,site1,timepoint1
2019-10-27 15:19:49,29.23,8.1,site1,timepoint1
2019-10-27 15:29:49,29.23,8.1,site1,timepoint1
2019-10-27 15:39:49,29.23,8.1,site1,timepoint1
2019-10-27 15:49:49,29.33,8.1,site1,timepoint1
2019-10-27 15:59:49,29.4,8.1,site1,timepoint1
2019-10-27 16:09:49,29.33,8.1,site1,timepoint1
2019-10-27 16:19:49,29.23,8.11,site1,timepoint1
2019-10-27 16:29:49,29.1,8.11,site1,timepoint1
2019-10-27 16:39:49,28.98,8.11,site1,timepoint1
2019-10-27 16:49:49,28.88,8.11,site1,timepoint1
2019-10-27 16:59:49,28.78,8.11,site1,timepoint1
2019-10-27 17:09:49,28.68,8.11,site1,timepoint1
2019-10-27 17:19:49,28.61,8.11,site1,timepoint1
2019-10-27 17:29:49,28.56,8.11,site1,timepoint1
2019-10-27 17:39:49,28.48,8.11,site1,timepoint1
2019-10-27 17:49:49,28.43,8.11,site1,timepoint1
2019-10-27 17:59:49,28.36,8.11,site1,timepoint1
2019-10-27 18:09:49,28.31,8.11,site1,timepoint1
2019-10-27 18:19:49,28.26,8.11,site1,timepoint1
2019-10-27 18:29:49,28.18,8.11,site1,timepoint1
2019-10-27 18:39:49,28.13,8.11,site1,timepoint1
2019-10-27 18:49:49,28.11,8.11,site1,timepoint1
2019-10-27 18:59:49,28.06,8.12,site1,timepoint1
2019-10-27 19:09:49,28.06,8.12,site1,timepoint1
2019-10-27 19:19:49,28.04,8.12,site1,timepoint1
2019-10-27 19:29:49,28.01,8.12,site1,timepoint1
2019-10-27 19:39:49,27.91,8.11,site1,timepoint1
2019-10-27 19:49:49,27.81,8.11,site1,timepoint1
2019-10-27 19:59:49,27.79,8.11,site1,timepoint1
2019-10-27 20:09:49,27.72,8.11,site1,timepoint1
2019-10-27 20:19:49,27.69,8.11,site1,timepoint1
2019-10-27 20:29:49,27.67,8.11,site1,timepoint1
2019-10-27 20:39:49,27.62,8.11,site1,timepoint1
2019-10-27 20:49:49,27.57,8.11,site1,timepoint1
2019-10-27 20:59:49,27.52,8.11,site1,timepoint1
2019-10-27 21:09:49,27.47,8.11,site1,timepoint1
2019-10-27 21:19:49,27.42,8.11,site1,timepoint1
2019-10-27 21:29:49,27.37,8.11,site1,timepoint1
2019-10-27 21:39:49,27.35,8.11,site1,timepoint1
2019-10-27 21:49:49,27.3,8.11,site1,timepoint1
2019-10-27 21:59:49,27.27,8.11,site1,timepoint1
2019-10-27 22:09:49,27.25,8.11,site1,timepoint1
2019-10-27 22:19:49,27.22,8.11,site1,timepoint1
2019-10-27 22:29:49,27.2,8.11,site1,timepoint1
2019-10-27 22:39:49,27.17,8.11,site1,timepoint1
2019-10-27 22:49:49,27.15,8.11,site1,timepoint1
2019-10-27 22:59:49,27.12,8.11,site1,timepoint1
2019-10-27 23:09:49,27.12,8.11,site1,timepoint1
2019-10-27 23:19:49,27.03,8.11,site1,timepoint1
2019-10-27 23:29:49,26.9,8.11,site1,timepoint1
2019-10-27 23:39:49,26.9,8.11,site1,timepoint1
2019-10-27 23:49:49,26.9,8.11,site1,timepoint1
2019-10-27 23:59:49,26.9,8.12,site1,timepoint1
2019-10-28 00:09:49,26.9,8.12,site1,timepoint1
2019-10-28 00:19:49,26.88,8.12,site1,timepoint1
2019-10-28 00:29:49,26.85,8.12,site1,timepoint1
